ram1,android,weight_g,speed final,display,camera,intenal1,approx_price_EUR
0.5,4.4,123,1.2,4,3.15,4,80
1.5,4.4,393,1.2,8,3.15,16,600
1.5,4.4,393,1.2,8,3.15,16,500
1,4.4,143.8,1.2,4.5,5,4,190
1,4.4,143.8,1.2,4.5,5,4,170
0.5,4.4,142,1.2,4.5,5,4,90
1,4.4,140,1.2,5,8,4,180
1,4.4,175,1.3,5,8,8,160
1,4.4,124,1.4,4.7,8,8,200
2,4.4,189.9,1.2,5.7,8,16,200
1,4.4,-1,1.2,5,8,16,180
1,4.4,-1,1.3,5,8,8,170
0.5,4.4,135,1.3,4.5,5,4,120
2,4.4,165,1.2,5.5,13,16,260
2,4.4,204,2.3,4.7,20.1,16,830
2,4.4,185,1.8,6,13,16,340
3,4.4,270,2.5,8,8.1,16,380
2,4.4,155,1.5,5.5,13,16,340
1.5,4.4,194,1.5,6,8,16,340
1,4.4,160,1.2,5,8,8,100
2,4.4,147,2.2,5.3,20.7,16,340
1,4.4,126,1.2,4.3,5,8,200
3,4.4,152,2.5,5.2,20.7,16,400
1,4.4,156,1.2,5,8,8,140
1,4.4,-1,1.3,4.5,5,4,80
1,4.4,107,1.3,4.5,5,4,90
1,4.4,138,1.3,4.5,5,4,80
2,4.4,144,2.5,5.2,13,16,320
1,4.4,149,1.2,5,8,8,160
3,4.4,174,2.7,5.6,16,-1,400
3,4.4,152,2.5,5.2,20.7,16,300
2,4.4,129,2.5,4.6,20.7,16,300
3,4.4,176,2.7,5.7,16,32,440
1,4.4,149,1.2,5,8,8,200
0.5,-1,75,1.2,1.6,-1,4,200
0.5,-1,49,1,1.5,-1,4,190
2,4.3,145,1.2,5,8,8,120
-1,4.4,280,1.2,7,5,8,160
2,4.4,149,1.7,5,13,16,240
2,4.4,156,1.8,5.5,13,32,450
2,4.4,140,1.5,5.3,13,32,330
1,4.4,130,1.2,4.7,8,8,270
2,4.4,130,1.7,5,13,16,340
1,4.4,269,1.3,7,2,8,100
1,4.4,269,1.3,7,-1,8,90
0.5,4.4,125,1,4.5,5,4,60
1,4.4,150,1.2,4.5,5,8,90
1,4.4,180,1.3,5,8,8,140
1,4.4,97,1.7,4.8,8,16,190
1,4.4,150,1.3,5,5,8,120
1,4.4,154,1.7,4.7,8,8,160
0.5,4.4,145,1.3,4.5,5,4,80
1,4.4,310.5,1.2,8,5,8,150
1,4.4,306,1.3,7,5,8,90
0.5,4.4,-1,1.3,4,5,4,90
0.5,4.4,-1,1.3,4,5,4,80
1,4.4,-1,1.3,5,5,8,80
1,4.4,-1,1.3,4.7,8,8,120
1,4.4,135,1.3,5,8,8,180
0.5,4.4,128,1,4,8,4,80
0.25,4.4,112,1.3,4,5,0.5,50
0.5,4.4,-1,1.3,5,5,4,80
0.5,4.4,110,1,4,2,4,50
1,4.4,269,1.3,7,2,16,110
1,4.4,-1,1.3,5,8,8,150
0.5,4.4,156,1.3,5,5,4,80
1,4.4,154,1.3,5,8,8,120
1,4.4,152,1.3,5,8,8,110
2,4.4,128,1.2,5,13,8,280
1,4.4,145,1.3,4.5,5,8,130
2,4.4,850,2.3,12,8,32,490
-1,4.4,855,1.3,10,5,16,240
2,4.4,350,2.3,7.8,8,16,390
1,4.4,128,1.2,5,8,8,100
1,4.4,128,1.5,5,13,8,100
0.75,4.4,122,1.2,4.3,5,4,120
0.5,4.4,122,1.2,4.3,5,4,110
2,4.4,141,1.5,5.5,13,16,300
1.5,4.4,161,1.2,5.2,13,16,260
1.5,4.4,-1,1.2,5,8,16,200
1,4.4,133,1.2,4.7,8,8,130
3,4.4,161,2.5,5.7,13,16,190
2,4.4,141,1.5,5.5,13,16,300
2,4.4,155,1.7,5.5,13,16,130
2,4.4,141,1.2,5.5,13,16,230
-1,5,185,2.3,5.5,13,16,400
-1,5,170,2.3,5.5,13,16,370
1,5,380,1.2,9.6,5,8,250
4,5,161,1.5,5.7,13,64,250
2,5,154,1.5,5,13,16,220
2,5,183,1.7,5.5,13,16,200
2,5,152,1.5,5.5,13,16,270
1,5,155,1.2,5,8,8,240
0.5,4.4,105,1,4,2,4,60
0.5,4.4,145,1.2,5,5,8,80
0.5,4.4,125,1.2,4.5,5,8,70
1,5,143,1.3,4.7,8,16,200
2,5,165,1.5,5.5,13,16,310
2,5,190,1.7,6,13,16,360
3,5.1,155.3,1.3,5.5,13,16,300
1,5.1,155.3,1.3,5.5,13,16,250
3,5.1,-1,1.3,5.5,13,16,120
2,5.1,-1,1.5,5.5,13,8,200
1,5.1,150,1.2,5,8,8,100
1,5.1,140,1,5,8,8,110
1,5.1,467.2,1.1,8,8,16,160
2,5.1,169.8,1.5,5.7,13,16,190
1,5.1,141,1.3,5,8,16,140
4,5.1,155,1.5,5.5,13,32,260
1.5,5.1,149,1.3,5,8,8,140
3,5.1,131,1.5,5,13,32,280
3,5.1,-1,1.3,5,13,32,140
1.5,5.1,172,1.2,5.5,13,8,180
2,5.1,173,1.1,5.5,8,16,130
2,5.1,160,1.3,5,13,16,190
2,5.1,2.65,1.6,18,2.1,-1,640
2,5.1,169.8,2.3,5.5,-1,32,290
3,5.1,140,1.5,5.2,13,32,330
4,5.1,192,1.4,5.7,16,-1,250
2,5.1,169,1.7,5.5,21,16,330
3,5.1,192,1.4,5.4,18,32,450
2,5.1,158,1.2,5.5,13,16,300
3,5.1,138,2.3,5,13,16,270
3,5.1,170.1,1.5,5.4,21,-1,390
3,6,517,1.9,10,8,-1,600
0.75,-1,92.7,1.2,1.3,-1,4,270
0.5,-1,62,1.2,1.3,-1,4,270
0.5,-1,66.5,1.2,1.3,-1,4,240
2,5,162,2,5.5,13,16,170
1,4.4,170,1.3,5.5,8,8,140
1,4.4,161,1.3,5,8,8,110
3,5,170.1,1.7,5.5,13,16,180
2,5,356,2.2,8,5,16,200
2,5,164,2,5.5,13,16,180
3,5.1,128,1.3,5,13,16,200
2,5.1,128,1.3,5,13,16,180
1,5.1,154,1,5,8,8,100
2,5.1,158,2.2,5,13,16,270
2,5.1,-1,1.5,5.5,13,16,250
2,5.1,-1,1.3,5.5,13,16,320
3,5.1,175,1.4,5.5,21,-1,300
1,5.1,158,1.4,5.5,13,16,190
2,5.1,-1,1.4,5,13,16,120
2,5.1,146,1.2,5,8,16,240
3,5.1,210,2,6,24,64,400
2,5.1,160,1.5,5.5,13,16,170
3,5.1,167,1.5,5.5,13,32,280
3,5.1,133,1.3,5,13,16,150
3,5.1,-1,1.3,5.2,13,16,170
3,5.1,147,1.3,5.5,13,32,290
-1,5.1,138,1.5,5,8,8,140
3,5.1,169,1.5,5.4,21,-1,330
2,5.1,155,1.5,5,13,16,280
3,6,185,2.3,6,16,32,430
2,-1,322,2.2,7.9,8,16,180
2,4.4,185,1.2,5.5,13,16,140
2,5,157,1.2,5,8,16,130
2,5.1,140,1.4,5,13,16,250
1,5.1,153,1.3,5,5,16,120
1,5.1,133.5,1.3,4.5,5,8,70
3,5.1,200,-1,5.5,8,16,340
3,5.1,208,1.3,6,13,64,420
3,5.1,183,1.3,5,8,32,170
1,5.1,153,1.3,5,5,16,90
1,5.1,-1,1.3,5,5,8,170
3,5.1,128,1.3,5,13,16,130
3,5.1,-1,1.3,5.5,13,16,150
1,5.1,-1,1,4.7,8,8,90
2,5.1,145,1.5,5.5,13,16,200
2,5.1,135,1.5,5,13,16,200
4,5.1,159,2,5.2,21,32,420
3,5.1,200,1.8,6,13,32,460
3,5.1,172,1.6,5.5,13,16,380
2,5.1,155,1.6,5.2,13,16,270
1.5,5.1,132,1.5,4.7,13,16,200
3,6,170,2.2,5.5,13,32,300
4,6,666.8,2.4,10,13,64,480
1,4.2,158,1.2,5,13,16,220
2,4.2,-1,1.4,5,8,16,150
1,4.2,-1,1.4,5,8,8,150
2,4.2,-1,1.7,5,13,16,160
1,4.4,-1,1.3,4.5,5,4,110
0.5,4.4,128,1.2,4,5,4,90
1,4.4,165,1.2,5,13,8,210
0.5,4.4,-1,1.3,5,5,4,80
1,4.4,-1,1.3,4.5,5,8,90
1,4.4,-1,1.3,4,5,8,90
1,4.4,97.7,1.7,4.8,8,16,210
1,4.4,-1,1.2,5,8,8,120
1,4.4,119,1.7,4.7,8,4,150
1,4.4,-1,1.3,4.7,5,8,120
1,4.4,112,1.3,5,8,8,130
1,4.4,-1,1.4,5,8,8,120
0.5,4.4,135,1.3,4.5,5,4,100
0.5,4.4,120,1,4,2,4,70
1,4.4,160,1.3,5,8,8,150
1,4.4,160,1.4,5,8,8,130
1,4.4,135,1.5,4.7,5,8,130
1,4.4,135,1.5,4.7,5,8,150
1,4.4,144,1.3,5,5,8,120
1,4.4,144,1.3,5,5,8,120
2,5,131,1.2,5,13,16,220
1,5,-1,1.3,5,8,8,80
2,5,299,1.3,7,5,8,220
1,5,140,1.2,4.5,5,8,120
1,5,137,1.2,5,8,8,140
1,5,124.4,1.2,4.7,8,8,120
1,5,145,1.2,4.5,5,8,130
1,4.4,322,1.3,7,2,8,130
3,4.4,-1,2.5,5.5,16,16,300
1,4.4,118,1.3,5,8,8,130
1,4.4,335,1.3,8,2,4,100
0.5,4.4,260,1.3,7,2,4,100
0.5,4.4,260,1.3,7,2,4,80
1,4.4,178,1.2,5,5,4,140
1,4.4,-1,1.2,7,2,8,100
1.5,4.4,135,1.2,5,8,16,220
0.5,4.4,-1,1.2,4,2,4,60
1,4.4,-1,1.2,5,8,8,160
1,4.4,180,1.3,5,8,8,160
2,4.4,120,1.2,5,13,16,170
0.5,4.4,-1,1,5,5,4,80
1,4.4,-1,1.3,5,13,8,100
1,4.4,112,1.4,5,8,8,140
0.5,4.4,-1,1,4,-1,4,60
2,4.4,155,1.7,5.5,13,16,370
0.5,4.4,118,1.2,4,5,4,90
1,4.4,433,1.2,9.6,5,8,180
1,4.4,310,1.3,7,2,8,120
1,4.4,130,1.2,4.5,8,8,160
2,4.4,-1,1.7,5.5,13,16,430
2,4.4,509,1.7,10,8,16,180
1.5,4.4,154,1.2,4.5,5,8,220
1,5,110,1.5,5,13,8,200
1,5,120,1.2,4,5,8,90
1,5,-1,-1,5.5,5,8,120
1,5,260,1.1,7,2,4,130
2,5,155,1.6,5,8,16,180
2,5,125.3,1.7,5.2,13,16,400
1,5,360,1.3,8,5,8,120
2,5,-1,1.3,5,8,8,130
1,5,-1,1.3,4.5,8,8,100
1,5,145,1.2,4.5,5,8,100
1.5,5,313,1.2,8,5,16,210
1,5,-1,1.5,4.7,8,8,130
3,5,393,1.5,10,8.1,32,500
3,5,150,2,5.5,20,32,320
2,5,239,1.5,7,13,16,370
2,5,135,1.5,5,13,8,220
3,5,389,1.5,10,8.1,32,400
2,5,170,1.8,5.5,13,16,250
3,5,157,1.5,5,20,32,420
2,5,136,1.5,5,13,8,200
3,5,145,1.7,5,16,32,300
1,5,155,1.2,5,8,8,210
3,5,165,1.5,5.5,16,16,200
2,5,147,1.5,5,16,16,170
3,5,132,2.1,5.1,16,-1,600
3,5,140,2.1,5.1,16,-1,410
2,5,150,1.7,5.5,13,16,150
2,5,140,1.5,5.5,8,8,150
2,5,141,1.5,5.5,13,16,250
1.5,5,110,1.2,4.7,13,8,200
3,5,132,2.1,5.1,16,-1,420
3,5,138,2.1,5.1,16,-1,400
0.5,-1,-1,1.2,1.4,-1,4,290
1,4.4,-1,1.3,4.5,5,8,120
1,4.4,150,1.2,5,5,8,170
1,4.4,125,1.3,4,3.15,4,100
1,4.4,135,1.2,4.5,8,8,150
1,4.4,144.9,1.5,4.5,5,4,130
1,4.4,146,1.2,4.5,8,8,130
1,4.4,138,1.7,5,13,8,250
1,4.4,160,1.2,5,8,4,130
0.5,4.4,117,1.2,4,2,4,60
1,4.4,-1,1.3,4.5,5,8,110
3,4.4,144,2,5.2,13,16,270
2,4.4,162,1.2,5,13,8,170
2,4.4,131,1.5,5,13,16,230
2,4.4,128,1.2,5,8,16,110
2,5,540,1.3,10,5,16,250
1,5,355,1.3,8,5,16,180
2,5,597,2.3,10,8,32,460
2,5,160,1.7,5,-1,16,330
4,5,158,1.8,5.5,13,64,280
1,5,-1,1.3,5.5,5,8,110
1,5,134,1.3,4.7,8,8,70
1,5,163,1.2,5.7,13,8,250
2,5,130,1.7,5,13,16,260
2,5,139.3,1.7,5.5,13,16,280
3,5,168,2.2,5.2,-1,32,500
2,5,131,1.2,5,13,16,170
3,5,228,2.2,6.8,13,64,420
3,5.1,166,1.3,5.5,13,32,230
3,5.1,155,1.4,5.5,16,32,300
1,4.4,-1,1.3,7.8,5,8,120
1,4.4,-1,1.2,4.5,8,8,70
0.5,4.4,157,1.2,5,5,4,70
2,4.4,-1,1.4,5,13,16,150
3,4.4,147,1.5,5,13,16,360
1,4.4,135,1.2,4.5,8,8,160
1,4.4,150,1.3,5,5,8,160
2,4.4,-1,1.2,5.5,13,16,180
0.5,4.4,112,1,4,2,4,60
2,4.4,147,1.5,5.5,13,16,130
1,4.4,110,1.2,5,8,8,190
1,5,-1,1.3,6,8,8,140
1,5,-1,1.3,4.7,8,8,110
1,5,151,1.3,4.7,8,8,100
3,5,168,1.5,5.7,13,32,340
1,5,406,1.3,9.6,5,16,210
1,5,-1,1.3,4.5,5,8,80
2,5,147,2,5.5,13,16,320
3,5,144,1.5,5.2,20.7,32,420
1,5,165.9,1.2,5.7,8,8,180
2,5,147,1.7,5.5,13,16,270
2,5,147,1.7,5.5,13,16,220
3,5,144,1.5,5.2,20.7,32,340
1,5,155,1.2,5,8,8,110
4,5,192,1.5,5.2,16,64,350
2,5,143,1.2,5,8,16,90
1,5,136,1.3,5,8,8,150
2,5.1,330,2,8,8,16,250
3,5.1,192,1.5,6,13,32,430
3,5.1,155,1.4,5.5,16,32,280
1,-1,154.5,1.7,5.5,13,16,180
1,4.4,135,1.3,4.5,5,4,130
1,4.4,135,1.3,4.5,8,8,70
1,4.4,135,1.4,4.7,8,8,130
0.5,4.4,-1,1,4,-1,4,50
0.5,4.4,-1,1.2,4,2,4,60
2,4.4,-1,1.5,5,13,16,200
1,4.4,149,1.2,4.5,5,8,110
1.5,4.4,107,1.2,4.3,8,8,190
3,4.4,194,1.7,5.5,13,32,440
1,4.4,154,1.3,4.5,8,8,70
1,4.4,-1,1.8,8,5,8,130
2,5,510,-1,10,5,8,160
1,5,265,-1,7,5,8,140
2,5,149,1.3,5.5,13,16,200
1,5,-1,1.3,5,8,8,120
2,5,-1,1.5,5,13,16,230
-1,5,170,1.7,5.5,13,16,280
3,5,157,2.2,5.2,20,16,300
1,5,350,-1,8,5,8,280
3,5,149,2.2,5.5,20.7,16,210
2,5,97,1.2,4.8,8,16,250
2,5,140,1.5,5.2,13,16,350
3,5,155,2.2,5.2,20,32,340
3,5,170,2.1,5.1,16,-1,380
3,5.1,204.4,2,6,24,64,490
3,5.1,210,2,6,24,64,480
3,5.1,211,1.3,5.5,13,32,330
1,5.1,141.5,1.1,4.5,5,8,110
1,5.1,-1,1.3,4.5,5,8,90
1.5,5.1,490,1.3,9.6,5,8,200
2,5.1,159,1.5,5.5,13,16,170
1,5.1,133.5,1.2,4.5,5,8,50
1.5,5.1,171,1.4,5.5,13,16,250
1.5,5.1,146,1.2,5,13,8,160
3,-1,138,2.1,5.1,16,-1,400
1,4.4,-1,1.4,5,13,8,90
0.5,4.4,123,1.2,4,3.15,4,70
1,4.4,-1,1.2,5,8,8,60
0.5,4.4,-1,1,3.5,1.3,4,40
1,4.4,172,1.3,5.5,8,8,140
2,4.4,-1,1.7,5.5,13,16,130
1,5,155.1,1.6,5,8,8,110
2,5,97,1.2,4.8,8,16,230
1,5,152,1.3,5,5,8,100
2,5,490,1.2,9.7,5,16,340
2,5,-1,1.5,5.5,-1,16,180
4,5,168,1.5,5.5,-1,0.125,450
3,5,265,1.9,8,8,-1,440
3,5,389,1.9,9.7,8,-1,520
1,5.1,154,1.2,5,13,8,140
1,5.1,185,1.1,4.7,8,16,440
1.5,5.1,156,1.1,4.7,8,8,110
-1,5.1,125,1.1,5,8,8,90
1,5.1,138.9,1.2,4.5,5,8,90
2,5.1,131,1.3,5,13,16,130
2,5.1,160,1.2,5,8,16,220
1.5,5.1,155,1.2,3.8,8,8,260
2,5.1,194.8,1.2,5.7,8,16,180
2,5.1,-1,1.5,5.5,13,16,330
1,5.1,138,1.3,4.5,5,8,100
3,5.1,175,1.5,5.5,13,16,300
3,5.1,156,1.7,5.5,13,32,300
1,5.1,155,1.3,5,8,8,130
1.5,5.1,139,1.5,5.2,8,8,160
2,5.1,169,1.7,5.5,21,16,250
1,5.1,155,1.4,5,13,8,170
3,5.1,179,1.4,5.7,21,16,260
4,5.1,172.9,1.5,5.5,-1,-1,350
2,5.1,135,1.3,5.5,8,32,160
1,5.1,155,1.4,5,13,8,170
2,5.1,151,1.8,5.7,16,32,350
1,5.1,138.9,1.1,5,8,8,190
2,5.1,169,1.7,5.5,21,16,240
0.5,-1,83,1.2,1.5,5,4,160
2,4.4,147,1.5,5.5,13,16,160
3,4.4,155,1.7,5.2,13,32,200
2,4.4,133,1.2,4.7,8,16,120
2,5,272,-1,7,8,16,160
1,5,177,1.3,6,8,8,110
2,5,176,1.3,5,8,16,220
1,5,-1,1.3,4.8,8,8,130
2,5,160,2,5.5,13,16,160
4,5,170,2.3,5.5,13,-1,500
2,5,190,1.7,6,13,16,300
2,5,170,1.2,5.5,13,16,220
2,5,140,1.2,5,8,8,200
3,5,142.6,2,5,21.2,16,300
2,5,140,1.2,5,13,8,210
2,5,187,1.7,6,13,16,350
2,5,187,1.7,6,13,16,310
2,5,202,1.2,5.5,13,8,170
3,5,142.5,2,5,21.2,16,240
1.5,5,347,1.2,8,5,32,300
1,5.1,135.5,1,4.5,8,8,140
2,5.1,135,1.3,5,8,8,130
1,5.1,158,1.2,5.5,8,8,160
1,5.1,119,1.2,4.7,8,8,150
1,5.1,137,1,4.5,5,8,70
1,5.1,-1,1,5.5,8,8,140
1,5.1,-1,1,5,8,8,120
1,5.1,-1,1,4.5,5,8,100
1,5.1,137.5,1,4.5,5,4,130
2,5.1,145,1.2,5,8,16,130
2,5.1,151,1.8,5.7,16,32,380
2,5.1,489,2.2,10,5,16,250
1,5.1,143,1.1,3.2,3.15,4,150
4,5.1,153,2.1,5.7,16,-1,550
3,5.1,160,1.7,5.2,13,32,310
3,5.1,175,2.5,5.5,13,64,320
4,5.1,153,2.1,5.7,16,-1,530
2,5.1,145,1.6,5.1,16,16,350
4,5.1,171,2.1,5.7,16,-1,540
4,5.1,171,2.1,5.7,16,-1,590
4,5.1,171,2.1,5.7,16,-1,600
4,5.1,153,2.1,5.7,16,-1,530
0.5,4.4,131,1.5,4.3,5,4,140
2,5,353.8,1.6,8,5,-1,350
1,5,137,1.3,5,8,16,160
2,5,136.6,1.3,5,8,16,130
1,5,132,1.3,4,5,8,60
2,5,229,1.5,6.8,13,32,250
2,5,128,1.2,5,13,16,160
1,5,128,1.2,5,8,8,150
2,5,141,-1,5.5,13,32,270
3,5,-1,1.5,5.5,-1,32,420
3,5,161,1.5,5.2,20.2,32,300
4,5,185,2.5,5.5,13,-1,500
3,5,132,1.7,5,13,32,270
2,5,140,1.7,5.5,13,16,190
3,5,168,2.2,5.2,21,32,480
1,5.1,142,1.1,4.5,5,8,110
1,5.1,142,1,4.5,5,8,90
1,5.1,165,1.3,5.5,8,8,200
1,5.1,145,1.3,5,8,8,150
2,5.1,140,1.3,5,13,16,230
2,5.1,212,1.3,5.5,13,16,300
1,5.1,156.5,1,4.5,5,16,140
2,5.1,130,1.3,5,13,16,240
3,5.1,207,2,6,24,64,310
1,5.1,181,1.1,4.5,5,8,340
2,5.1,128,1,5,13,16,120
1,5.1,250,1.2,6.9,13,16,180
2,5.1,189,1.5,5.5,13,32,380
2,5.1,148,1,5,8,16,110
3,5.1,168,2.1,5.7,21,32,390
2,5.1,147,1.5,5,13,16,250
1,5.1,137,1.3,4.7,8,8,130
1,5.1,146,1,4.5,5,8,70
2,5.1,170.1,1.2,5.5,8,16,130
2,5.1,153,1.3,5.5,13,16,240
1,5.1,129,1.3,4.7,5,8,150
2,5.1,132,1.4,5,13,16,210
1,5.1,128,1.2,4.7,8,8,70
3,5.1,156,2.2,5.5,13,-1,350
1.2,1.5,5.1,150,1.2,5,13,82
3,5.1,180,1.5,5.5,23,32,510
3,5.1,180,1.5,5.5,23,32,500
3,5.1,154,1.5,5.2,23,32,450
3,5.1,154,1.5,5.2,23,32,420
2,5.1,138,1.5,4.6,23,32,410
2,6,143,1.5,5,13,16,300
3,6,178,1.5,5.7,12.3,-1,450
2,6,136,1.4,5.2,12.3,16,270
1,-1,432,1.5,10,5,16,210
1,-1,311,1.5,8,5,8,130
1,-1,313,1.3,7,2,8,50
0.5,-1,-1,1.2,1.4,-1,4,170
0.5,-1,-1,1.2,1.6,-1,4,170
0.5,-1,54,1.2,1.3,-1,4,300
0.5,-1,-1,1.2,1.3,-1,4,300
0.5,-1,-1,1.2,1.5,-1,4,300
2,5,150,1.7,5.5,13,16,180
3,5,135,1.5,5.2,13,64,390
3,5.1,147.6,1.3,5.5,13,32,300
2,5.1,200,1.3,5,8,16,170
1,5.1,118.5,1,4.5,5,8,130
2,5.1,140,1.3,5,8,16,230
1,5.1,125,1,5,8,8,130
2,5.1,120,1.2,4.7,8,16,180
3,5.1,142,1.3,5,13,16,110
2,5.1,-1,1.3,5,8,16,120
2,5.1,500,2,10,13,16,310
2,5.1,142,1.3,5,8,8,100
4,5.1,204,1.5,6.3,21,-1,350
-1,5.1,165,1.8,5.5,13,32,190
2,5.1,142,1.5,5,13,16,110
2,5.1,129,1.3,5,13,16,210
1,5.1,161,1.3,5,5,8,110
3,5.1,134,1.7,5,13,16,230
3,5.1,145,1.5,5,13,32,140
1,5.1,207,1,6,13,16,190
2,5.1,144,1.5,5,13,16,160
1,5.1,164.4,1.1,5,5,8,110
3,5.1,-1,1.3,5.5,13,32,240
3,5.1,153.2,1.3,5.5,13,16,150
1,5.1,-1,1.1,6,8,8,100
2,5.1,160,1.3,5,13,16,140
1,5.1,120,1,4.5,5,8,100
1,5.1,131,1.3,4.5,5,8,130
2,5.1,164,1.3,5.5,13,16,270
2,5.1,170.1,1.3,5.5,8,16,120
1,5.1,142,1.2,5.3,13,16,170
3,5.1,158,1.3,5.5,13,16,190
1.5,5.1,360,1.3,8,5,16,180
2,5.1,164,1.4,5.5,16,16,160
1,6,-1,1.3,7,2,8,80
0.5,6,-1,1.3,4,2,4,60
2,6,150,1.2,5,13,16,130
3,6,490,1.4,9.7,8,32,360
4,6,165,2.1,5.5,21,32,530
3,6,183,2.2,5.5,13,32,190
3,6,145,1.4,5,13,16,200
3,6,340,1.2,8,8,16,230
2,6,168,1.2,5.5,13,16,140
3,6,153,1.4,5.5,16,32,200
1,6,144,1,4.5,5,8,80
2,6,138,1.5,5.2,13,16,120
2,6,138,1.2,5,8,16,150
4,6,160,2.3,5.5,16,32,330
3,6,151,1.3,5.5,13,64,240
4,6,166,2.3,5.7,22.5,64,610
4,6,196,2,6,-1,64,500
4,6,158,2,5.2,23,-1,270
4,6,209,2.3,6.4,16,0.125,770
3,6,162,2.1,5.5,-1,32,210
0.005859375,6,185,1.9,6,16,64,570
4,6,145,2,5.5,16,64,450
0.005859375,6,189,1.9,6,16,64,620
4,6,151,2,5.5,16,64,440
4,7.1,168,2.1,5.5,12.3,-1,880
4,7.1,143,2.1,5,12.3,-1,770
2,6,140,1.6,5,13,16,200
4,6,158,2,5.7,12,-1,550
4,6,163,2.5,5.2,12,64,430
1,6,165,1.3,5,5,8,70
3,6,147,1.4,5.2,13,32,260
3,6,163,1.3,5.5,13,32,150
3,6,155,1.3,5.5,13,16,100
1.5,6,160,1.4,5,8,8,140
1.5,6,160,1.4,5,8,8,130
4,6,154,1.5,5.5,13,32,270
4,6,154,1.5,5.5,13,32,250
42.50585938,6,175,1.4,5.5,16,32,280
4,6,168.2,2,5.5,-1,64,370
3,6,163,1.9,5.5,16,32,250
0.005859375,6,178,2.1,5.4,-1,0.125,700
0.005859375,6,199,1.9,5.8,16,64,580
4,6,154,2,5.5,16,-1,460
2,6,131.5,1.4,5,13,16,110
2,6,156,1.4,5,13,16,130
3,6,156,2,5,13,32,160
0.005859375,6,158,2.3,5.5,16,-1,440
3,7,174,1.5,5.5,16,32,570
4,7,169,2.4,5.5,-1,64,850
4,7,190,2.4,5.9,-1,64,630
1,5.1,270,-1,6.9,5,8,120
1,5.1,126,1.5,4,5,8,110
4,6,320,1.4,7.9,8,32,390
2,6,170,1.2,5.5,8,16,110
3,6,160,1.2,5,8,16,210
2,6,-1,1.3,5,8,16,140
4,6,145,2.3,5,-1,64,600
2,6,138,1.4,5,13,16,250
3,6,175,1.8,5.5,13,16,190
1,6,-1,1.3,4.5,5,8,70
1,6,-1,1.3,4,5,8,60
2,6,156,1.2,5.3,13,16,160
4,6,168,2.3,5.5,16,64,420
-1,6,138,1.1,5,5,8,120
