ram1,android,weight_g,speed final,display,camera,intenal1,approx_price_EUR
1,6,132,1.1,4.5,5,8,100
2,6,510,1.5,10,5,32,340
-1,7,160,2.3,5.5,13,64,450
3,7,149,1.5,5.7,13,16,200
2,7,140,1.4,5.3,13,16,160
2,7,144,1.5,5.3,13,16,210
1.5,7,144,1.4,5,13,16,160
3,5,169,2.2,5.5,13,32,210
1,5.1,174,1.1,5.5,5,8,120
3,5.1,209.8,1.3,6,13,64,420
1,5.1,150,1.3,5,8,16,80
2,5.1,142,1.5,5,13,16,140
2,5.1,142,1.5,5,13,16,120
3,5.1,189,1.6,5.5,13,32,260
2,5.1,155,1.3,5,8,16,110
1,5.1,123,1.2,4,5,8,90
1,5.1,153,1,5,13,16,160
3,5.1,133,1.4,5,13,64,220
1,6,125,1.3,5,8,8,110
2,6,-1,1.8,5.5,13,16,150
1.5,6,-1,1.1,5.5,8,16,110
1,6,-1,1.1,5,8,8,80
4,6,144,2,5.5,16,64,450
1.2,3,6,-1,1.2,4.7,13,87
2,6,155,1.6,5.5,13,16,240
2,6,140,1.6,5,13,16,190
1.5,6,140,1.1,5,8,16,170
2,6,118,1.1,5.2,-1,16,320
2,6,120,1.2,4.9,13,16,180
1.5,6,145,1.2,5.7,13,16,190
4,6,157,2.1,5.5,12,32,550
2,6,-1,1.3,5.2,13,16,180
2,6,-1,1,5,13,16,120
1,6,260,1.3,7,2,8,80
1.5,6,157,1.3,5,8,8,150
4,6,152,2.3,5.1,12,-1,500
4,6,157,2.1,5.5,12,-1,570
4,6,152,2.1,5.1,12,32,460
4,6,129,1.8,5.1,16,0.125,240
3,6,149,1.8,5.5,16,32,350
2,6,135,1.7,5.2,13,16,250
4,6,147.2,1.9,5.5,16,64,450
2,6,509,1.3,10,8,32,280
-1,6,329,1,8,5,16,120
2,6,137.4,2,5,13,16,200
4,6,159,2.1,5.3,-1,32,450
2,6,137.4,2,5,13,16,250
3,6,164.4,2.1,5,23,32,420
3,6,153,1.4,5,23,32,350
1,5,153,1.3,4.5,5,8,90
4,5.1,207.7,2,4.2,16,64,550
0.5,5.1,-1,1.3,5,5,8,60
4,5.1,145,2,5.5,13,64,350
1,5.1,-1,1.3,4.5,5,8,70
4,5.1,172.5,1.8,5.7,16,64,410
4,5.1,140.5,1.8,5.2,13,64,350
4,5.1,167.8,1.8,5.4,16,0.125,520
3,5.1,144,1.5,5,13,32,250
4,5.1,185,1.8,6,16,-1,550
1,5.1,128,1.3,5,5,8,120
1.5,5.1,283,1.3,7,5,8,130
4,6,193,2,5.5,20.7,64,250
0.005859375,6,167.8,2.1,5.4,16,0.125,610
4,6,210,1.8,6,16,32,500
2,6,170,1.6,5.5,13,16,230
2,6,159,1.2,5.2,13,16,190
2,4.4,153,1.2,5,8,16,110
2,4.4,278,1.2,7,5,16,100
3,5,149,2,5.5,16,16,190
1,5.1,125,1.2,4.5,5,8,90
2,5.1,160,1.6,5.5,8,16,150
1,5.1,150,1,4.5,5,8,80
1,5.1,135,1.3,5,8,8,110
2,5.1,132,1.5,5,13,16,130
2,5.1,163,1.8,5.5,13,16,180
4,5.1,-1,2,5.5,13,16,180
3,5.1,167.5,1,5,8,16,150
2,5.1,-1,1.3,5.5,13,16,150
4,5.1,168,1.8,5.5,13,32,300
3,5.1,138,1.5,5,13,16,260
1,5.1,160,1.3,5,8,8,90
3,5.1,-1,1.5,6,13,16,180
3,5.1,138,1.2,5,16,64,250
2,6,-1,1.3,10,5,16,230
2,6,-1,1.3,5.5,13,16,200
2,6,158,2,5,13,16,270
4,6,185,2.1,5.7,21,-1,350
4,6,153,2.5,5.5,21,32,260
3,6,153,2.3,5.5,16,-1,190
2,6,144.6,1.2,5.7,13,16,150
4,6,160,2.5,5.2,21,-1,410
0.015625,6,138.9,1.3,5,5,-1,110
2,6,156,2,5.2,13,16,170
-1,6,147,2,5.2,13,16,250
4,6,162,2.5,5.5,-1,64,580
3,6,144,2.5,5.2,-1,32,400
1,6,295.1,1.1,7,5,8,130
-1,6,-1,1.8,5.5,16,32,330
3,6,161,1.8,5.2,12,32,420
4,6,161,2.1,5.2,12,-1,500
4,6,145,2.1,5.2,13,64,520
3,6,156,1.8,5.3,-1,32,350
2,5,158,2.2,5,13,16,390
3,5.1,168,1.3,5.5,13,16,120
3,5.1,142,1.3,5,13,32,200
2,5.1,-1,1,5,8,16,130
0.5,5.1,110,1.3,3.5,2,4,30
3,5.1,-1,1.5,7,13,16,250
1,5.1,166,1.1,5,5,8,90
4,5.1,172,1.8,5.5,13,32,180
2,6,157,1.8,5.5,13,16,140
3,6,156,1.5,5.5,13,32,280
4,6,170,2.3,5.7,-1,32,450
1.5,6,147,1.3,5,13,16,150
3,6,203,1.4,6.4,16,-1,170
2,6,-1,1.5,6,-1,16,210
2,6,146,1.2,5.7,13,16,250
2,6,525,1.6,10,8,16,220
-1,6,233,1.8,6.8,23,-1,700
-1,6,170,2.1,5.7,23,-1,690
2,6,202,1.5,5.5,13,32,170
2,6,139,1.3,5.3,13,16,240
1.5,6,121,1.3,5,8,16,200
4,6,169,2,5.7,16,-1,450
4,6,143,1.5,5.2,16,-1,360
1,6,128,1.1,5,8,8,100
-1,6,137,1.2,5,8,8,140
3,6,202,2,6,21.5,16,380
3,6,155,2,5.5,16,32,450
4,6,149,2.1,5,13,64,220
2,6,-1,1.6,8,5,16,350
2,6,155,1.5,5.5,16,16,230
2,6,155,1.5,5.5,13,16,190
4,6,175,2.1,5.5,20,64,410
1,5.1,179,1.3,6,13,8,120
4,5.1,170,1.5,5.5,13,64,380
2,5.1,140,1,5,13,16,120
2,5.1,138,1.5,5,13,16,120
2,5.1,136,1.2,5,8,16,220
3,5.1,160,1.5,5.5,13,32,290
2,5.1,139,1.2,5,8,16,150
4,5.1,183.5,1.8,5.7,16,64,680
4,5.1,151,1.8,5.2,13,64,640
2,5.1,135,1.5,5,13,16,130
4,5.1,185,1.8,6,16,64,360
1,6,148,1.3,5,8,8,60
3,6,218,1.3,6.4,-1,32,250
3,6,225,1.3,6.4,13,32,230
4,6,259,1.8,6.4,16,64,550
1,6,-1,1.3,5.5,8,16,80
4,6,184.8,2.1,5.1,12,32,710
2,6,158.4,1.3,5.2,13,16,210
4,6,170,1.8,5.5,13,64,390
0.015625,6,133,1.3,5.5,13,-1,200
3,6,150,1.4,5.5,12.3,32,480
2,6,309,1.5,8,5,16,220
3,6,155,1.8,5.5,16,32,380
2,6,150,1.8,5.5,13,16,160
2,6,144,1.4,5,13,32,170
2,6,144,1.4,5,13,16,120
-1,6,162,2.1,5.5,16,64,450
4,6,163,2.1,5.5,21,-1,720
4,6,136,2.1,5.5,13,-1,540
0.005859375,6,158,2.1,5.5,16,64,400
2,5,-1,1.4,5,13,16,100
3,5.1,163,1.3,5.5,13,16,200
0.5,5.1,132,1.3,4,5,4,50
1,5.1,-1,1.3,5,8,8,70
1.5,5.1,289,1.5,7,8,8,220
0.5,5.1,110,1.3,4,5,4,70
4,6,430,2.1,9.7,8,-1,400
1,6,135,1.2,4.5,8,8,110
3,6,135,1.5,5.2,13,16,270
1,6,139,1,5,8,8,200
1.5,6,122,1.3,5,8,16,180
2,6,133,1.3,5.5,13,16,160
-1,6,155,2.3,5.5,12,32,300
1,6,-1,1.3,5,5,8,50
1,6,140.6,1,5,8,8,120
2,6,149,1.3,5,8,16,150
4,6,174,2.5,5.5,-1,0.125,210
2,6,-1,1.5,6,13,32,110
3,6,190,2,5.5,13,-1,230
2,6,130,1.4,5.2,13,16,170
4,6,153,2.3,5.2,-1,-1,340
2,6,148,1.2,5.2,13,16,230
3,6,142,1.3,5.5,16,32,170
2,6,172,1.2,5.5,13,16,180
2,6,138,1.5,5,8,16,160
1.5,6,138,1.5,5,8,8,150
2,6,150,1.4,5.5,13,32,270
3,6,144,2,5.2,16,32,360
2,6,145,1.8,5,16,16,300
1.5,5.1,140.1,1.1,5,5,8,70
2,5.1,495,1.2,10,8,16,240
2,5.1,250,1.2,7,13,16,230
3,5.1,172,1.8,5.5,13,32,220
1,5.1,-1,1.3,6,8,8,100
3,5.1,160,1.5,5.5,13,32,300
3,5.1,153,1.5,5.5,13,32,220
2,5.1,128,1.2,4.7,8,8,80
3,5.1,-1,1.7,5.2,13,16,170
2,6,260,1.3,7,13,16,170
3,6,169,1.3,5.5,13,32,250
1,6,-1,1.2,5,8,8,120
2,6,163.9,1.1,5.5,8,16,80
-1,6,167,1.2,5.5,-1,32,200
3,6,143,1,5.5,8,16,80
1,6,278,1.5,7,2,8,150
-1,6,160,2,5.5,16,32,280
1.1,1,6,127,1.1,4.5,5,93
2,6,158,1.8,5.5,13,16,190
3,6,147,1.3,5,8,32,200
2,6,439,1.4,10,5,16,190
1,6,167.9,1,5,5,8,60
2,6,175,2.1,5.5,13,16,170
2,6,158.8,1.2,5.5,13,16,110
1,6,-1,1.3,5,8,8,130
3,6,166,1.3,5.5,13,32,280
4,6,219,2.5,6.6,13,-1,440
3,6,167,1.6,5.5,13,16,280
4,6,169,2.1,5.7,12,64,760
4,6,169,2.3,5.7,12,64,850
3,6,144,1.4,5,13,32,150
3,6,165,2,5.5,16,32,350
2,-1,139,1.5,5,13,16,160
0.5,-1,48,-1,1.3,-1,4,230
1,5.1,146,1.3,4.5,5,8,70
1,5.1,126,1,5,8,8,100
2,6,156,1.3,5,13,16,200
4,6,173.4,1.5,5.5,13,-1,180
2,6,143,1,5.5,8,16,180
4,6,165,1.8,5.5,20,64,460
3,6,155,1.4,5.5,13,32,260
2,6,149.8,1.8,5,13,16,350
4,6,-1,2.3,8.4,8,-1,340
4,6,175,2.3,5.5,16,-1,330
2,6,142,1,5,8,16,130
1,6,142,1,5,8,16,110
-1,6,169,1.4,5.5,16,32,250
2,6,140,1.4,5,13,16,200
2,6,155.6,1,5,8,16,170
3,6,189,1.8,6,13,64,270
2,6,153.5,1,5,8,16,130
4,6,168,2.3,5.7,-1,64,370
3,6,145,2.1,5.1,12,64,310
2,6,145,1.4,5,13,16,170
3,6,160,2,5.5,16,32,420
3,6,637,1.8,10,13,32,300
3,6,182,2.1,5.7,16,32,560
3,6,169,1.6,5.5,13,16,300
3,6,167,2,5.5,13,32,260
2,6,143,1.4,5,13,16,230
2,6,140,1.4,5,8,16,160
2,6,140,1.4,5,13,16,190
2,6,139,1.4,5,16,16,220
3,6,146,2,5,12,32,300
-1,6,177,2,5.5,13,32,240
3,6,135,1.4,4.6,23,32,370
3,6,161,2.1,5.2,23,32,610
3,6,153,1.5,5.2,16,32,270
4,7,174,2.1,5.7,-1,-1,560
4,6,490,1.4,9.7,8,32,450
4,6,152,1.4,5,13,64,170
3,6,148,1,5,13,16,210
4,6,162,1.5,5.3,13,32,250
3,6,145,2,5.2,16,32,470
1,6,-1,1.1,5,8,8,90
1,6,-1,1.3,4.5,5,8,80
4,6,158.6,2,5.5,16,64,450
-1,6,165,2,5.5,13,32,160
4,6,170,2,5.5,-1,-1,550
1.5,6,147,1.4,5,5,16,260
4,6,172,2.2,5.7,16,64,420
3,6,186,1.9,5.7,16,32,530
3,6,157,1.9,5.2,16,32,430
2,6,138,1.6,4.7,13,16,330
3,6,185,2,5.5,-1,32,260
2,7,-1,1.1,6,8,16,120
3,7,175,1.5,5.2,13,32,230
-1,7,170,2.3,5.7,23,-1,800
3,7,-1,1.5,5.2,13,-1,330
4,7,170,2.1,5.7,12,-1,750
3,7,147,2.1,5.2,12,16,200
3,7,-1,2,5.5,-1,32,190
2,7,141,1.4,5.2,-1,16,250
3,7.1,169,1.4,5.5,16,32,230
2,6,-1,1.3,5.2,8,16,200
4,6,167.5,2,5.5,-1,64,420
2,6,120,1.2,5,13,16,150
3,6,143,1.3,5.2,13,16,130
1,6,-1,1.3,5.5,8,8,100
-1,6,142,1.4,5.2,13,16,200
3,6,165,2,5.5,13,32,180
2,6,-1,1.5,5.5,8,16,160
4,6,189,1.5,5.5,13,32,200
2,7,-1,1.5,5.5,-1,16,180
1,7,160,1.5,5,-1,16,130
4,7,226,2.5,6,-1,64,370
4,7,182,2,5.5,13,64,280
4,7,165,2.4,5.5,-1,64,700
4,7,145,2.4,5.1,-1,-1,600
-1,7,146,2.3,5.2,12,32,280
3,7,475,2,10,8,16,240
2,7,500,1.4,10,5,16,140
3,7,300,2,8,8,16,190
2,7,310,1.4,8,5,16,100
4,7,163,2.3,5.7,-1,-1,750
2,-1,7,155,2,5.2,12,96
-1,7,145,1.4,5,13,16,200
2,7,-1,1.4,5,8,16,160
4,7,429,2.1,9.7,13,32,750
4,7,188,2.3,6,23,32,380
3,7,143,2.3,5,23,32,280
2,7,136,1.5,5,8,16,170
3,7.1,180,2,4.5,12,32,600
4,7.1,161,2.1,5.2,19,32,660
4,7.1,195,2.4,5.4,19,64,750
3,7.1,135,2.2,5.1,12,64,300
2,7.1,-1,1.4,5.2,13,16,200
0.75,-1,60.5,1.1,1.2,-1,4,380
0.75,-1,57,1.1,1.2,-1,4,330
0.75,-1,-1,1.1,1.3,-1,4,370
0.5,-1,-1,1.1,1.2,-1,4,280
1,5.1,-1,1.3,4.5,5,16,120
3,6,148,1,5,13,16,120
4,6,163,1.5,5.5,13,32,250
-1,6,148,1.3,5,8,16,160
4,6,175,2.1,5.5,16,32,280
4,6,-1,1.8,5.5,-1,0.125,360
1,6,140,1.1,4.5,5,8,60
4,6,185,1.9,6,16,64,480
3,6,145,1.2,5.5,13,16,160
2,6,133,1.2,5,13,16,130
3,6,329,2,8,8,16,170
4,7,178,1.4,5.5,13,32,250
4,7,155,2.3,5.8,12,64,700
4,7,173,2.3,6.2,12,64,900
2,7,172,1.4,5,13,16,240
2,7,180,1.4,5.5,13,16,200
0.005859375,6,215,1.9,6,12,-1,460
1,6,250,1.3,7,2,8,130
2,6,150,1.4,5,8,16,160
4,6,168,2.3,5.5,-1,32,280
2,6,-1,1.3,5,8,16,100
3,6,162,1.3,5.5,13,32,140
0.5,6,-1,1.1,4,2,4,50
3,6,193,1.3,5.5,13,32,130
4,6,165,1.4,5.2,16,-1,170
4,6,154,1.5,5.5,13,64,280
4,6,155,1.9,5.2,-1,64,310
2,7,350,1.4,8,5,16,220
-1,7,184,2.4,5.7,-1,64,550
1.5,7,141.8,1.4,5.3,8,16,90
2,7,155,2.3,5.5,13,16,210
0.005859375,7,170,2.3,5.5,-1,0.125,700
4,7.1,158,2.2,5.2,12,-1,370
3,7.1,153,2.2,5.2,16,32,290
0.005859375,7.1,168,2.4,5.1,-1,-1,400
2,7.1,180,1.4,6,13,16,120
3,-1,175,1.8,5.5,16,32,330
4,-1,328,2.1,7.9,13,64,290
0.75,-1,89,1.1,1.4,-1,4,200
2,6,150,1.4,5,13,16,150
2,6,135,1.3,5,8,16,140
4,6,153,1.5,5.5,13,64,330
4,6,153,1.5,5.5,13,64,380
2,6,146.7,1,5,8,16,90
3,6,169,1.3,5,13,16,110
2,6,150,1.4,5,13,16,110
4,7,178,2.5,5.5,-1,64,380
4,7,-1,1.8,5.5,-1,64,240
4,7,-1,1.4,5.2,13,32,200
3,7,310,1.4,10,8,16,330
4,7,169,2.3,5.5,-1,0.125,380
4,7,143,2.3,5,-1,64,330
2,7,165,1.4,5.5,12,16,250
2,7,143,1.5,5,13,16,150
2,7,166.5,1.4,5.2,16,32,400
2,7,150,1.4,5.7,13,32,260
-1,7,162,1.3,5,8,16,120
1,7,154,1.1,5,5,8,100
3,7.1,-1,1.8,7.9,13,32,390
4,7.1,169,2.4,5.5,12,64,750
4,7.1,211,2,6.4,12,-1,280
-1,7,155,2.4,5.1,-1,64,500
3,7,165,1.4,5.5,12,32,250
3,7,310,1.4,8,8,32,300
4,7,179,2.4,5.7,13,32,250
3,7,-1,1.6,5.5,13,64,300
2,7,148,1.4,5,13,16,220
1.5,7,151,1.3,5,13,16,100
2,7.1,181,1.4,5.5,13,16,180
2,7.1,150,1.4,5,8,16,130
3,7.1,-1,1.6,5.5,13,16,340
2,7.1,-1,1.6,5.2,13,16,280
3,7.1,198,1.3,5.5,13,16,190
2,7.1,151,1.3,5,8,16,150
3,7.1,145,2.2,5.5,12,32,400
0.005859375,7.1,153,2.4,5.5,-1,64,500
0.005859375,7.1,188,2.2,6,-1,64,500
4,7.1,150,2.2,5.5,-1,64,400
0.005859375,7.1,173,2.3,5.5,-1,-1,500
-1,2.1,105,0.6,2.8,3.15,0.146484375,60
0.25,2.1,165,0.6,3.7,5,0.5,150
0.25,2.2,105,0.528,2.6,3.2,0.5,90
0.5,2.2,111.5,0.6,2.8,3.15,0.146484375,60
0.5,2.2,-1,1,3.8,5,8,270
0.25,2.2,85,0.6,3.2,5,0.15625,100
-1,2.2,113,0.832,3.5,5,0.154296875,70
0.25,2.2,485,0.8,7,2,0.5,170
0.5,2.2,143,1,4,5,0.78125,210
0.578125,2.2,380,1,7,3.15,16,150
-1,2.3,144.5,-1,4,3.15,0.5,210
0.25,2.3,-1,1,3.5,2,0.5,60
0.5,2.3,130,1,3.8,5,-1,70
-1,2.3,124.7,0.8,3.2,3.15,0.1748046875,90
0.25,2.3,-1,1,4,2,0.5,50
0.25,2.3,89,1,3.5,-1,0.5,40
0.25,2.3,-1,0.65,3.5,2,0.5,90
0.25,2.3,107,0.8,3.2,2,0.5,160
1,2.3,132,1.5,4.5,8,16,160
-1,2.3,98,0.832,3.1,3.15,0.17578125,180
-1,2.3,134,0.65,3.5,3.15,0.18359375,100
1,2.3,170,1.2,4.3,5,1,150
0.5,2.3,102,0.8,3.2,3.15,0.146484375,80
1,2.3,116,1.2,4.3,8,16,220
1,2.3,160,1.2,4.3,8,4,150
0.25,2.3,123,0.65,3.2,3.15,0.5,130
-1,2.3,135,0.65,3.5,3.15,0.21484375,120
-1,2.3,130,1,4,5,-1,110
-1,2.3,104,1,3.2,3.2,-1,70
-1,2.3,-1,1,3.8,5,0.5,110
0.25,2.3,130,1,3.5,3,-1,50
0.25,2.3,135,1,3.5,2,0.5,70
-1,2.3,-1,0.65,3.1,2,-1,70
0.5,2.3,98,0.8,3.5,3.15,0.5,110
0.5,2.3,-1,0.6,3.2,3.15,0.5,160
1,3.1,565,1,10,3.15,16,290
1,3.2,727,1,10,5,16,280
1,3.2,458,1.5,8.9,3.15,16,220
1,3.2,340,1.4,7.7,3.15,16,280
1,3.2,372,1,5.5,5,4,210
1,3.2,390,1.2,7,5,8,150
1,3.2,390,1.2,7,5,8,160
1,3.2,345,1.2,7,3.15,16,260
0.5,4,-1,1,5,8,4,100
0.5,4,-1,1,3.9,2,4,90
0.5,4,-1,1,3.5,3.15,4,60
0.5,4,-1,1,4.3,5,4,100
1,4,140,1.4,4,5,4,180
1,4,132,1.5,4.5,8,8,350
0.5,4,335,1,7,2,4,90
-1,4,150,1,5,5,0.111328125,80
-1,4,-1,1,4.5,5,0.16015625,70
-1,4,87.5,1,4,3.15,0.087890625,50
-1,4,110,-1,4,3.15,0.17578125,50
0.5,4,-1,1.2,4.5,5,4,130
0.5,4,-1,1.2,4,5,4,120
0.5,4,155,1,4,5,4,180
1,4,140,1.2,4.3,8,4,210
0.5,4,190,1,4.3,5,4,110
0.5,4,134,1.2,4,8,4,120
0.5,4,180,1,4,5,4,100
1,4,680,1.6,10,2,16,230
1,4,660,1.6,10,2,16,190
1,4,305,1.5,7,2,16,110
1,4,490,1.5,8,-1,8,200
0.5,4,326,1,7,-1,4,130
0.5,4,97.2,0.85,2.8,2,4,90
0.75,4,122,1,4,5,4,150
1,4,685,1.2,10,2,8,260
1,4,620,1.2,10,3.15,8,250
0.5,4,-1,1.2,8,2,1,80
1,4,340,1,7,-1,4,130
1,4,-1,1.5,4.3,8,4,230
0.5,4,118.4,1,4.3,8,4,190
0.5,4,140,1,4,5,4,110
0.5,4,-1,1.2,9,1.3,2,90
0.5,4,-1,1,4,5,4,100
0.5,4,-1,1,4,3.15,4,80
0.5,4,280,1,5.9,8,4,160
0.5,4,162,1,4,5,4,140
0.5,4,-1,1.2,7,2,4,70
0.5,4.1,335,1,7,2,4,100
0.5,4.1,170,1,4,5,4,250
-1,4.1,-1,1,4.7,8,-1,140
1,4.1,-1,1.2,4.6,8,4,170
1,4.1,155,1.2,4.5,5,4,160
0.5,4.1,-1,1.2,7,2,1,70
1,4.1,130,1.2,4.5,5,4,150
1,4.1,140,1.2,4.5,8,4,170
1,4.1,120,1.2,4,5,4,120
0.5,4.1,132,1.2,4,8,4,120
1,4.1,140,1.2,5.3,8,4,180
0.5,4.1,199,1.2,5,5,4,150
0.5,4.1,134,1.2,4.5,8,4,120
1,4.1,158,1.2,4.5,8,4,120
0.5,4.1,133,1.2,4.3,8,4,120
0.5,4.1,124,1.2,4,8,4,100
0.5,4.1,130,1,3.5,3.15,4,80
1,4.1,450,1.6,8,5,16,240
1,4.1,450,1.2,8,5,16,200
1,4.1,305,1.6,7,2,8,130
0.5,4.1,305,1,7,-1,4,70
0.5,4.1,305,1,7,-1,8,70
0.5,4.1,136,1,4,5,4,110
2,4.1,179.4,1.6,5.5,8,16,350
1,4.1,-1,1.5,8,3.15,1.5,100
1,4.1,-1,1.5,9.7,2,1.5,140
0.5,4.1,-1,1,4.5,5,4,110
1,4.1,122,1.5,4.7,13,16,210
1,4.1,151,1.2,4.5,8,4,110
0.25,4.1,-1,1,3.5,1.3,0.5,50
1,4.1,-1,1.2,4.7,8,4,140
1,4.1,160,1.2,5,8,4,200
1,4.2,430,1.2,7.9,5,8,150
1,4.2,103.5,1.3,4.7,8,8,160
2,4.2,150,2.2,5.5,16,16,340
2,4.2,-1,1.5,5,13,32,250
1,4.2,135,1.5,4.8,8,16,200
1,4.2,-1,1.3,5,8,4,130
1,4.2,-1,1.5,5.7,13,16,220
0.5,4.2,-1,1.2,5.5,5,4,110
0.5,4.2,-1,1.3,4.3,5,4,90
0.5,4.2,-1,1.3,4,5,4,70
0.5,4.2,-1,1.2,4.5,5,4,110
2,4.2,155,1.2,5,8,8,190
0.25,4.2,-1,1.3,4,2,0.5,50
0.5,4.2,-1,1.2,5,5,4,100
0.5,4.2,-1,1.2,4,3.15,4,290
1,4.2,612,1.6,10,2,16,220
2,4.2,621,1.6,9.7,5,16,200
1,4.2,450,1.2,8,5,16,190
1,4.2,191,1.5,6,13,4,270
1,4.2,146,1.5,5,13,16,280
0.5,4.2,135,1.2,5,5,4,150
0.5,4.2,183,1.2,5,5,4,160
0.5,4.2,145,1.2,4.5,5,4,120
0.5,4.2,145,1.2,4.5,5,4,120
0.5,4.2,120,1.2,4,3.15,4,90
1,4.2,130,1.2,5,8,4,200
1,4.2,612,1.6,10,2,8,220
2,4.2,621,1.6,9.7,2,8,200
1,4.2,406,1.6,7.8,2,8,140
1,4.2,-1,1.2,4.7,8,16,180
1,4.2,145,1.2,4.5,8,4,150
1,4.2,165.4,1.2,5,8,4,140
2,4.2,-1,1.2,4.7,13,16,240
0.25,4.2,115.3,1.3,4,3.15,0.5,60
0.5,4.2,-1,1.3,4.5,5,4,80
2,4.2,239,1.6,7,13,16,400
0.5,4.2,146,1.3,4.5,5,4,110
0.5,4.2,120,1.3,4,2,4,70
1,4.2,560,1.2,10,5,32,300
1,4.2,560,1.2,10,5,16,220
1,4.2,560,1.2,10,-1,16,190
1,4.2,-1,1.2,5,8,4,190
0.5,4.2,-1,1.3,4,2,4,60
0.5,4.2,130,1.3,4.5,5,4,110
2,4.2,130,2.3,5,13,16,390
1,4.3,160,1.2,5,8,8,280
1,4.3,140,1.2,4.5,5,4,230
1,4.3,145,1.2,4.5,5,8,110
1,4.3,-1,1.2,4,5,8,70
0.5,4.4,174,1.3,5.5,5,4,50
1,4.4,170,1.3,4,5,4,320
2,4.4,149,1.2,5,8,16,120
1,4.4,130,-1,4.5,8,16,100
0.25,4.4,102,1,3.5,3.15,0.5,40
1,4.4,-1,1.3,4.5,5,4,90
1,4.4,148,1.3,5,5,8,100
1,4.4,138,1.2,5,8,8,150
1,4.4,-1,1.3,4.5,5,4,80
1,4.4,143,1.3,4.5,5,8,110
1,4.4,-1,1.2,4.4,8,8,200
1,4.4,155,1.2,4.5,5,4,100
1,4.4,-1,1.2,4.9,8,8,120
1,4.4,-1,1.7,5,8,8,140
1,4.4,-1,1.3,4,5,8,180
1.5,4.4,487,1.2,10,3.15,16,280
3,4.4,176,2.7,5.7,16,32,550
1,5.1,167,1.1,5,5,8,110
2,5.1,470,1.3,10,5,16,230
3,5.1,-1,2.3,4.7,16,32,360
2,5.1,148,1.4,5,13,16,230
2,5.1,139,1.4,5,13,16,210
1,5.1,115,1,4.5,8,8,180
-1,5.1,144,1.5,5,13,16,260
-1,5.1,162,1.5,5.5,13,16,300
0.5,-1,-1,0.8,3.2,3.15,0.5,110